movie_id,title,rating,genres,keywords,cast,director,comb
6795,Zathura: A Space Adventure,6.1,Family Fantasy Science Fiction Adventure,adventure house alien giant robot outer space astronaut,Jonah Bobo Josh Hutcherson Dax Shepard,Jon Favreau,6795 Zathura: A Space Adventure 6.1 Family Fantasy Science Fiction Adventure adventure house alien giant robot outer space astronaut Jonah Bobo Josh Hutcherson Dax Shepard Jon Favreau
550,Fight Club,8.3,Drama,support group dual identity nihilism rage and hate insomnia dystopia violence,Edward Norton Brad Pitt Meat Loaf,David Fincher,550 Fight Club 8.3 Drama support group dual identity nihilism rage and hate insomnia dystopia violence Edward Norton Brad Pitt Meat Loaf David Fincher
11170,We Are Marshall,6.7,Drama,american football 1970s trainer college sport,Matthew McConaughey Matthew Fox Anthony Mackie,McG,11170 We Are Marshall 6.7 Drama american football 1970s trainer college sport Matthew McConaughey Matthew Fox Anthony Mackie McG
9292,Hudson Hawk,5.4,Action Adventure Comedy,vatican leonardo da vinci painting master thief,Bruce Willis Danny Aiello Andie MacDowell,Michael Lehmann,9292 Hudson Hawk 5.4 Action Adventure Comedy vatican leonardo da vinci painting master thief Bruce Willis Danny Aiello Andie MacDowell Michael Lehmann
10783,Lucky Numbers,4.9,Action Adventure Comedy Crime Romance Thriller,weather forecast tv station weather lottery wettermann debt woman director,John Travolta Lisa Kudrow Tim Roth,Nora Ephron,10783 Lucky Numbers 4.9 Action Adventure Comedy Crime Romance Thriller weather forecast tv station weather lottery wettermann debt woman director John Travolta Lisa Kudrow Tim Roth Nora Ephron
100241,"I, Frankenstein",5.0,Horror Thriller,soul queen anti hero fantasy prince supernatural frankenstein good vs evil gargoyles fighting demon dark imax 3d,Aaron Eckhart Yvonne Strahovski Bill Nighy,Stuart Beattie,"100241 I, Frankenstein 5.0 Horror Thriller soul queen anti hero fantasy prince supernatural frankenstein good vs evil gargoyles fighting demon dark imax 3d Aaron Eckhart Yvonne Strahovski Bill Nighy Stuart Beattie"
257,Oliver Twist,6.7,Crime Drama Family,london england child abuse street gang runaway child labour children's home orphanage thief violence good and bad child,Barney Clark Ben Kingsley Jamie Foreman,Roman Polanski,257 Oliver Twist 6.7 Crime Drama Family london england child abuse street gang runaway child labour children's home orphanage thief violence good and bad child Barney Clark Ben Kingsley Jamie Foreman Roman Polanski
9947,Elektra,4.8,Action Fantasy,martial arts based on comic book female assassin spin off,Jennifer Garner Goran Visnjic Will Yun Lee,Rob Bowman,9947 Elektra 4.8 Action Fantasy martial arts based on comic book female assassin spin off Jennifer Garner Goran Visnjic Will Yun Lee Rob Bowman
189,Sin City: A Dame to Kill For,6.3,Crime Thriller,detective dystopia dominatrix murder suspense twins based on graphic novel dark horse comics neo-noir 3d,Mickey Rourke Jessica Alba Josh Brolin,Robert Rodriguez Frank Miller,189 Sin City: A Dame to Kill For 6.3 Crime Thriller detective dystopia dominatrix murder suspense twins based on graphic novel dark horse comics neo-noir 3d Mickey Rourke Jessica Alba Josh Brolin Robert Rodriguez Frank Miller
12618,Random Hearts,5.3,Drama Romance,infidelity politician airplane crash death death of husband police sergeant death of wife,Harrison Ford Kristin Scott Thomas Charles S. Dutton,Sydney Pollack,12618 Random Hearts 5.3 Drama Romance infidelity politician airplane crash death death of husband police sergeant death of wife Harrison Ford Kristin Scott Thomas Charles S. Dutton Sydney Pollack
253412,Everest,6.7,Adventure Drama,mountains snow storm hiking climbing snow death blizzard mountain climbing based on true events mount everest 3d,Jason Clarke Jake Gyllenhaal Josh Brolin,Baltasar Kormákur,253412 Everest 6.7 Adventure Drama mountains snow storm hiking climbing snow death blizzard mountain climbing based on true events mount everest 3d Jason Clarke Jake Gyllenhaal Josh Brolin Baltasar Kormákur
1427,Perfume: The Story of a Murderer,7.1,Crime Fantasy Drama,paris female nudity prostitute small town obsession orgy bad smell nudity lone wolf lavender nose child prodigy fish market daughter supernatural genius children's home death perfume,Ben Whishaw Simon Chandler David Calder,Tom Tykwer,1427 Perfume: The Story of a Murderer 7.1 Crime Fantasy Drama paris female nudity prostitute small town obsession orgy bad smell nudity lone wolf lavender nose child prodigy fish market daughter supernatural genius children's home death perfume Ben Whishaw Simon Chandler David Calder Tom Tykwer
818,Austin Powers in Goldmember,5.9,Comedy Crime Science Fiction,saving the world submarine brother brother relationship clone spy helicopter gold submachine gun asteroid undercover belgium dutch car journey nightclub laser sumo ringer family history auto clowning overweight man conciliation james bond spoof duringcreditsstinger,Mike Myers Beyoncé Knowles Seth Green,Jay Roach,818 Austin Powers in Goldmember 5.9 Comedy Crime Science Fiction saving the world submarine brother brother relationship clone spy helicopter gold submachine gun asteroid undercover belgium dutch car journey nightclub laser sumo ringer family history auto clowning overweight man conciliation james bond spoof duringcreditsstinger Mike Myers Beyoncé Knowles Seth Green Jay Roach
16577,Astro Boy,6.1,Animation Action Family Science Fiction,superhero,Nicolas Cage Kristen Bell Bill Nighy,David Bowers,16577 Astro Boy 6.1 Animation Action Family Science Fiction superhero Nicolas Cage Kristen Bell Bill Nighy David Bowers
329,Jurassic Park,7.6,Adventure Science Fiction,exotic island dna paleontology tyrannosaurus rex triceratops brontosaurus electric fence island dinosaur amusement park theme park jurassic park,Sam Neill Laura Dern Jeff Goldblum,Steven Spielberg,329 Jurassic Park 7.6 Adventure Science Fiction exotic island dna paleontology tyrannosaurus rex triceratops brontosaurus electric fence island dinosaur amusement park theme park jurassic park Sam Neill Laura Dern Jeff Goldblum Steven Spielberg
12160,Wyatt Earp,6.5,Drama Action Western,gunslinger gambling sheriff deputy sheriff wretch wyatt earp historical figure doc holliday,Kevin Costner Dennis Quaid Gene Hackman,Lawrence Kasdan,12160 Wyatt Earp 6.5 Drama Action Western gunslinger gambling sheriff deputy sheriff wretch wyatt earp historical figure doc holliday Kevin Costner Dennis Quaid Gene Hackman Lawrence Kasdan
9331,Clear and Present Danger,6.4,Action Drama Thriller,assassination spy ambush cia helicopter based on novel usa president sniper fbi colombia drug traffic bomber mission of murder mercenary insurgence coast guard spying war car bomb drug cartel conspiracy shootout infantry violence jack ryan political cover-up,Harrison Ford Willem Dafoe Anne Archer,Phillip Noyce,9331 Clear and Present Danger 6.4 Action Drama Thriller assassination spy ambush cia helicopter based on novel usa president sniper fbi colombia drug traffic bomber mission of murder mercenary insurgence coast guard spying war car bomb drug cartel conspiracy shootout infantry violence jack ryan political cover-up Harrison Ford Willem Dafoe Anne Archer Phillip Noyce
300168,Dragon Blade,5.9,Action Drama Adventure,,Jackie Chan John Cusack Adrien Brody,Daniel Lee,300168 Dragon Blade 5.9 Action Drama Adventure  Jackie Chan John Cusack Adrien Brody Daniel Lee
9072,Little Man,5.3,Comedy Crime,baby adoption married couple small person criminal,Marlon Wayans Shawn Wayans Kerry Washington,Keenen Ivory Wayans,9072 Little Man 5.3 Comedy Crime baby adoption married couple small person criminal Marlon Wayans Shawn Wayans Kerry Washington Keenen Ivory Wayans
3536,U-571,6.1,Action Drama Thriller War,submarine world war ii north atlantic mission,Matthew McConaughey Bill Paxton Harvey Keitel,Jonathan Mostow,3536 U-571 6.1 Action Drama Thriller War submarine world war ii north atlantic mission Matthew McConaughey Bill Paxton Harvey Keitel Jonathan Mostow
9087,The American President,6.5,Comedy Drama Romance,white house usa president new love widower wildlife conservation,Michael Douglas Annette Bening Michael J. Fox,Rob Reiner,9087 The American President 6.5 Comedy Drama Romance white house usa president new love widower wildlife conservation Michael Douglas Annette Bening Michael J. Fox Rob Reiner
12177,The Love Guru,4.3,Comedy Romance,sport ice hockey guru comedy bollywood india spiritualist broken heart self-help stanley cup chastity ashram expert,Mike Myers Jessica Alba Justin Timberlake,Marco Schnabel,12177 The Love Guru 4.3 Comedy Romance sport ice hockey guru comedy bollywood india spiritualist broken heart self-help stanley cup chastity ashram expert Mike Myers Jessica Alba Justin Timberlake Marco Schnabel
12138,3000 Miles to Graceland,5.8,Action Adventure Comedy Thriller Crime,casino submachine gun hold-up robbery elvis reference to elvis presley duringcreditsstinger,Kurt Russell Kevin Costner Courteney Cox,Demian Lichtenstein,12138 3000 Miles to Graceland 5.8 Action Adventure Comedy Thriller Crime casino submachine gun hold-up robbery elvis reference to elvis presley duringcreditsstinger Kurt Russell Kevin Costner Courteney Cox Demian Lichtenstein
273248,The Hateful Eight,7.6,Crime Drama Mystery Western,bounty hunter wyoming mountains narration hangman stagecoach blizzard post civil war,Samuel L. Jackson Kurt Russell Jennifer Jason Leigh,Quentin Tarantino,273248 The Hateful Eight 7.6 Crime Drama Mystery Western bounty hunter wyoming mountains narration hangman stagecoach blizzard post civil war Samuel L. Jackson Kurt Russell Jennifer Jason Leigh Quentin Tarantino
9955,Blades of Glory,5.9,Action Comedy Drama,competition olympic games sport rivalry ice skating,Will Ferrell Jon Heder Will Arnett,Josh Gordon Will Speck,9955 Blades of Glory 5.9 Action Comedy Drama competition olympic games sport rivalry ice skating Will Ferrell Jon Heder Will Arnett Josh Gordon Will Speck
50359,Hop,5.5,Animation Comedy Family,coup d'etat slacker easter easter bunny aftercreditsstinger live action and animation,Russell Brand James Marsden Kaley Cuoco,Tim Hill,50359 Hop 5.5 Animation Comedy Family coup d'etat slacker easter easter bunny aftercreditsstinger live action and animation Russell Brand James Marsden Kaley Cuoco Tim Hill
1271,300,7.0,Action Adventure War,evisceration javelin shield army fall from height ancient world s.a.t. minions,Gerard Butler Lena Headey Dominic West,Zack Snyder,1271 300 7.0 Action Adventure War evisceration javelin shield army fall from height ancient world s.a.t. minions Gerard Butler Lena Headey Dominic West Zack Snyder
693,Meet the Fockers,6.1,Comedy Romance,cia parents kids relationship florida anti-authoritarian upbringing jew parents-in-law orderly just married sex therapy bad father-in-law family illegitimate son,Ben Stiller Teri Polo Robert De Niro,Jay Roach,693 Meet the Fockers 6.1 Comedy Romance cia parents kids relationship florida anti-authoritarian upbringing jew parents-in-law orderly just married sex therapy bad father-in-law family illegitimate son Ben Stiller Teri Polo Robert De Niro Jay Roach
14306,Marley & Me,6.9,Comedy Family,journalist based on novel puppy dog duringcreditsstinger columnist animal lead,Owen Wilson Jennifer Aniston Eric Dane,David Frankel,14306 Marley & Me 6.9 Comedy Family journalist based on novel puppy dog duringcreditsstinger columnist animal lead Owen Wilson Jennifer Aniston Eric Dane David Frankel
497,The Green Mile,8.2,Fantasy Drama Crime,southern usa black people mentally disabled based on novel heal death row jail guard great depression prison guard electric chair magic realism healing death row inmate 1930s,Tom Hanks Michael Clarke Duncan David Morse,Frank Darabont,497 The Green Mile 8.2 Fantasy Drama Crime southern usa black people mentally disabled based on novel heal death row jail guard great depression prison guard electric chair magic realism healing death row inmate 1930s Tom Hanks Michael Clarke Duncan David Morse Frank Darabont
11199,Wild Hogs,5.6,Action Adventure Comedy,midlife crisis road trip politically incorrect motorcycle gang biker film awkwardness travel writer middle age middle aged man,Tim Allen John Travolta Martin Lawrence,Walt Becker,11199 Wild Hogs 5.6 Action Adventure Comedy midlife crisis road trip politically incorrect motorcycle gang biker film awkwardness travel writer middle age middle aged man Tim Allen John Travolta Martin Lawrence Walt Becker
9982,Chicken Little,5.6,Animation Family Comedy,fish small town space marine chicken alien best friend alien invasion animal duringcreditsstinger 3d,Zach Braff Joan Cusack Dan Molina,Mark Dindal,9982 Chicken Little 5.6 Animation Family Comedy fish small town space marine chicken alien best friend alien invasion animal duringcreditsstinger 3d Zach Braff Joan Cusack Dan Molina Mark Dindal
210577,Gone Girl,7.9,Mystery Thriller Drama,based on novel marriage crisis disappearance cheating husband missing person search party criminal lawyer wife murder murder suspect missing wife,Ben Affleck Rosamund Pike Carrie Coon,David Fincher,210577 Gone Girl 7.9 Mystery Thriller Drama based on novel marriage crisis disappearance cheating husband missing person search party criminal lawyer wife murder murder suspect missing wife Ben Affleck Rosamund Pike Carrie Coon David Fincher
2501,The Bourne Identity,7.3,Action Drama Mystery Thriller,paris barcelona spain assassin based on novel secret identity amnesia sniper passport mission of murder lovers escape shootout foot chase cell phone car chase multiple identities surveillance camera hamburg germany fishing boat langley virginia safe deposit box flashback hand to hand combat,Matt Damon Franka Potente Chris Cooper,Doug Liman,2501 The Bourne Identity 7.3 Action Drama Mystery Thriller paris barcelona spain assassin based on novel secret identity amnesia sniper passport mission of murder lovers escape shootout foot chase cell phone car chase multiple identities surveillance camera hamburg germany fishing boat langley virginia safe deposit box flashback hand to hand combat Matt Damon Franka Potente Chris Cooper Doug Liman
710,GoldenEye,6.6,Adventure Action Thriller,cuba falsely accused secret identity computer virus secret base secret intelligence service kgb satellite special car cossack electromagnetic pulse time bomb st. petersburg russia ejection seat red army,Pierce Brosnan Sean Bean Izabella Scorupco,Martin Campbell,710 GoldenEye 6.6 Adventure Action Thriller cuba falsely accused secret identity computer virus secret base secret intelligence service kgb satellite special car cossack electromagnetic pulse time bomb st. petersburg russia ejection seat red army Pierce Brosnan Sean Bean Izabella Scorupco Martin Campbell
2275,The General's Daughter,6.1,Crime Drama Mystery Thriller,suicide detective based on novel bondage general paranoia nudity u.s. army investigation politics cover-up murder betrayal conspiracy gang rape father daughter relationship videotape military law,John Travolta Madeleine Stowe James Cromwell,Simon West,2275 The General's Daughter 6.1 Crime Drama Mystery Thriller suicide detective based on novel bondage general paranoia nudity u.s. army investigation politics cover-up murder betrayal conspiracy gang rape father daughter relationship videotape military law John Travolta Madeleine Stowe James Cromwell Simon West
37165,The Truman Show,7.8,Comedy Drama,claustrophobia hidden camera dystopia reality show make believe pretend,Jim Carrey Laura Linney Noah Emmerich,Peter Weir,37165 The Truman Show 7.8 Comedy Drama claustrophobia hidden camera dystopia reality show make believe pretend Jim Carrey Laura Linney Noah Emmerich Peter Weir
9837,The Prince of Egypt,6.8,Adventure Animation Drama Family Music,moses egypt pyramid exodus kingdom governance ancient egypt hebrew pharaoh woman director,Val Kilmer Ralph Fiennes Patrick Stewart,Simon Wells Steve Hickner Brenda Chapman,9837 The Prince of Egypt 6.8 Adventure Animation Drama Family Music moses egypt pyramid exodus kingdom governance ancient egypt hebrew pharaoh woman director Val Kilmer Ralph Fiennes Patrick Stewart Simon Wells Steve Hickner Brenda Chapman
10708,Daddy Day Care,5.6,Comedy Family,competition success kindergarten children unemployment,Eddie Murphy Jeff Garlin Steve Zahn,Steve Carr,10708 Daddy Day Care 5.6 Comedy Family competition success kindergarten children unemployment Eddie Murphy Jeff Garlin Steve Zahn Steve Carr
136400,2 Guns,6.6,Action Comedy Crime,undercover undercover agent based on comic book money fugitive bank robbery dea agent,Denzel Washington Mark Wahlberg Paula Patton,Baltasar Kormákur,136400 2 Guns 6.6 Action Comedy Crime undercover undercover agent based on comic book money fugitive bank robbery dea agent Denzel Washington Mark Wahlberg Paula Patton Baltasar Kormákur
10992,Cats & Dogs,5.0,Comedy Family,fight governance puppy allergy 3d,Jeff Goldblum Elizabeth Perkins Alexander Pollock,Lawrence Guterman,10992 Cats & Dogs 5.0 Comedy Family fight governance puppy allergy 3d Jeff Goldblum Elizabeth Perkins Alexander Pollock Lawrence Guterman
9654,The Italian Job,6.6,Action Crime,venice california train station helicopter austria mountains gold subway hacker chase safe remake caper revenge murder heist double crossed fast cars boat chase los angeles explosion convict father daughter relationship car chase tv news hollywood sign television repair mini cooper,Mark Wahlberg Charlize Theron Edward Norton,F. Gary Gray,9654 The Italian Job 6.6 Action Crime venice california train station helicopter austria mountains gold subway hacker chase safe remake caper revenge murder heist double crossed fast cars boat chase los angeles explosion convict father daughter relationship car chase tv news hollywood sign television repair mini cooper Mark Wahlberg Charlize Theron Edward Norton F. Gary Gray
2642,Two Weeks Notice,5.9,Romance Comedy,new york parish hall romantic comedy lawyer billionaire environmental law,Sandra Bullock Hugh Grant Alicia Witt,Marc Lawrence,2642 Two Weeks Notice 5.9 Romance Comedy new york parish hall romantic comedy lawyer billionaire environmental law Sandra Bullock Hugh Grant Alicia Witt Marc Lawrence
8916,Antz,6.0,Adventure Animation Comedy Family,general hero worker ant work assignment war princess soldier individuality friend,Woody Allen Dan Aykroyd Anne Bancroft,Eric Darnell Tim Johnson,8916 Antz 6.0 Adventure Animation Comedy Family general hero worker ant work assignment war princess soldier individuality friend Woody Allen Dan Aykroyd Anne Bancroft Eric Darnell Tim Johnson
19899,Couples Retreat,5.3,Comedy Romance,island married couple yoga tahiti couples therapy beautiful woman tropical aftercreditsstinger duringcreditsstinger french polynesia polynésie française,Vince Vaughn Malin Åkerman Jason Bateman,Peter Billingsley,19899 Couples Retreat 5.3 Comedy Romance island married couple yoga tahiti couples therapy beautiful woman tropical aftercreditsstinger duringcreditsstinger french polynesia polynésie française Vince Vaughn Malin Åkerman Jason Bateman Peter Billingsley
2119,Days of Thunder,5.9,Adventure,stock-car-race daytona car crash,Tom Cruise Robert Duvall Nicole Kidman,Tony Scott,2119 Days of Thunder 5.9 Adventure stock-car-race daytona car crash Tom Cruise Robert Duvall Nicole Kidman Tony Scott
9641,Cheaper by the Dozen 2,5.7,Comedy,holiday lake big family father labor pain rivalry family holiday,Steve Martin Eugene Levy Bonnie Hunt,Adam Shankman,9641 Cheaper by the Dozen 2 5.7 Comedy holiday lake big family father labor pain rivalry family holiday Steve Martin Eugene Levy Bonnie Hunt Adam Shankman
294254,Maze Runner: The Scorch Trials,6.4,Action,based on novel resistance maze post-apocalyptic dystopia infection on the run escape zombie storm disease desert sewer antidote corporation virus runner city ruin immunity,Dylan O'Brien Kaya Scodelario Thomas Brodie-Sangster,Wes Ball,294254 Maze Runner: The Scorch Trials 6.4 Action based on novel resistance maze post-apocalyptic dystopia infection on the run escape zombie storm disease desert sewer antidote corporation virus runner city ruin immunity Dylan O'Brien Kaya Scodelario Thomas Brodie-Sangster Wes Ball
38167,Eat Pray Love,5.8,Drama,indonesia female protagonist india divorce bali,Julia Roberts James Franco Javier Bardem,Ryan Murphy,38167 Eat Pray Love 5.8 Drama indonesia female protagonist india divorce bali Julia Roberts James Franco Javier Bardem Ryan Murphy
5994,The Family Man,6.5,Comedy Drama Romance Fantasy,workaholic second chance guardian angel christmas career vs family life reprioritizing,Nicolas Cage Téa Leoni Don Cheadle,Brett Ratner,5994 The Family Man 6.5 Comedy Drama Romance Fantasy workaholic second chance guardian angel christmas career vs family life reprioritizing Nicolas Cage Téa Leoni Don Cheadle Brett Ratner
39514,RED,6.6,Action Adventure Comedy Crime Thriller,cia retirement shot to death sniper rifle retired female spy alarm,Bruce Willis John Malkovich Helen Mirren,Robert Schwentke,39514 RED 6.6 Action Adventure Comedy Crime Thriller cia retirement shot to death sniper rifle retired female spy alarm Bruce Willis John Malkovich Helen Mirren Robert Schwentke
9563,Any Given Sunday,6.8,Drama,american football trainer training american football coach sport american football stadium,Al Pacino Cameron Diaz Dennis Quaid,Oliver Stone,9563 Any Given Sunday 6.8 Drama american football trainer training american football coach sport american football stadium Al Pacino Cameron Diaz Dennis Quaid Oliver Stone
547,The Horse Whisperer,6.7,Drama Romance,love triangle new york montana attachment to nature confidence horseback riding horse riding accident career woman ranch horse whisperer trauma country life marriage crisis crisis travel mother daughter relationship animal nature,Robert Redford Kristin Scott Thomas Sam Neill,Robert Redford,547 The Horse Whisperer 6.7 Drama Romance love triangle new york montana attachment to nature confidence horseback riding horse riding accident career woman ranch horse whisperer trauma country life marriage crisis crisis travel mother daughter relationship animal nature Robert Redford Kristin Scott Thomas Sam Neill Robert Redford
1538,Collateral,7.0,Drama Crime Thriller,california taxi assassin hostage taxi driver fbi hitman police los angeles murderer crime criminal gun violence,Tom Cruise Jamie Foxx Jada Pinkett Smith,Michael Mann,1538 Collateral 7.0 Drama Crime Thriller california taxi assassin hostage taxi driver fbi hitman police los angeles murderer crime criminal gun violence Tom Cruise Jamie Foxx Jada Pinkett Smith Michael Mann
9334,The Scorpion King,5.3,Action Fantasy Adventure,egypt temple,Dwayne Johnson Kelly Hu Michael Clarke Duncan,Chuck Russell,9334 The Scorpion King 5.3 Action Fantasy Adventure egypt temple Dwayne Johnson Kelly Hu Michael Clarke Duncan Chuck Russell
11128,Ladder 49,6.2,Drama Action Thriller,ledge practical joke,Joaquin Phoenix John Travolta Jacinda Barrett,Jay Russell,11128 Ladder 49 6.2 Drama Action Thriller ledge practical joke Joaquin Phoenix John Travolta Jacinda Barrett Jay Russell
75780,Jack Reacher,6.3,Crime Drama Thriller,based on novel sniper investigation police quarry,Tom Cruise Rosamund Pike Richard Jenkins,Christopher McQuarrie,75780 Jack Reacher 6.3 Crime Drama Thriller based on novel sniper investigation police quarry Tom Cruise Rosamund Pike Richard Jenkins Christopher McQuarrie
8914,Deep Blue Sea,5.6,Action Science Fiction Thriller,shark attack shark alzheimer's disease killer shark no opening credits,Thomas Jane Saffron Burrows LL Cool J,Renny Harlin,8914 Deep Blue Sea 5.6 Action Science Fiction Thriller shark attack shark alzheimer's disease killer shark no opening credits Thomas Jane Saffron Burrows LL Cool J Renny Harlin
13576,This Is It,6.7,Music Documentary,pop star music concert aftercreditsstinger duringcreditsstinger,Michael Jackson Orianthi Kenny Ortega,Kenny Ortega,13576 This Is It 6.7 Music Documentary pop star music concert aftercreditsstinger duringcreditsstinger Michael Jackson Orianthi Kenny Ortega Kenny Ortega
39538,Contagion,6.2,Drama Thriller Science Fiction,saving the world mutation infection terminal illness quarantine outbreak medical vaccine lethal virus scientist epidemic,Matt Damon Gwyneth Paltrow Kate Winslet,Steven Soderbergh,39538 Contagion 6.2 Drama Thriller Science Fiction saving the world mutation infection terminal illness quarantine outbreak medical vaccine lethal virus scientist epidemic Matt Damon Gwyneth Paltrow Kate Winslet Steven Soderbergh
10628,Kangaroo Jack,4.3,Comedy Adventure Crime,money delivery fool australia hoodlum kangaroo,Jerry O'Connell Anthony Anderson Estella Warren,David McNally,10628 Kangaroo Jack 4.3 Comedy Adventure Crime money delivery fool australia hoodlum kangaroo Jerry O'Connell Anthony Anderson Estella Warren David McNally
14836,Coraline,7.3,Animation Family,dream eye stuffed animal parallel world button new home secret door aftercreditsstinger duringcreditsstinger,Dakota Fanning Teri Hatcher Jennifer Saunders,Henry Selick,14836 Coraline 7.3 Animation Family dream eye stuffed animal parallel world button new home secret door aftercreditsstinger duringcreditsstinger Dakota Fanning Teri Hatcher Jennifer Saunders Henry Selick
8645,The Happening,4.9,Thriller Science Fiction,tree natural disaster crisis park strange behavior,Mark Wahlberg Zooey Deschanel John Leguizamo,M. Night Shyamalan,8645 The Happening 4.9 Thriller Science Fiction tree natural disaster crisis park strange behavior Mark Wahlberg Zooey Deschanel John Leguizamo M. Night Shyamalan
9509,Man on Fire,7.3,Action Drama Thriller Crime,mexico cia kidnapping diary bible bodyguard stuffed animal cell phone alcoholic grenade launcher bloodshed swim meet,Denzel Washington Dakota Fanning Marc Anthony,Tony Scott,9509 Man on Fire 7.3 Action Drama Thriller Crime mexico cia kidnapping diary bible bodyguard stuffed animal cell phone alcoholic grenade launcher bloodshed swim meet Denzel Washington Dakota Fanning Marc Anthony Tony Scott
10067,The Shaggy Dog,4.5,Comedy Family,father son relationship parents kids relationship workaholic wife husband relationship transformation body exchange daughter lawyer dog family turns into animal,Tim Allen Kristin Davis Danny Glover,Brian Robbins,10067 The Shaggy Dog 4.5 Comedy Family father son relationship parents kids relationship workaholic wife husband relationship transformation body exchange daughter lawyer dog family turns into animal Tim Allen Kristin Davis Danny Glover Brian Robbins
9384,Starsky & Hutch,5.6,Comedy Crime,informant jumping from a rooftop surveillance footage,Ben Stiller Owen Wilson Snoop Dogg,Todd Phillips,9384 Starsky & Hutch 5.6 Comedy Crime informant jumping from a rooftop surveillance footage Ben Stiller Owen Wilson Snoop Dogg Todd Phillips
9279,Jingle All the Way,5.5,Family Comedy,holiday christmas party santa claus toy puppet christmas turboman navidad,Arnold Schwarzenegger Phil Hartman Sinbad,Brian Levant,9279 Jingle All the Way 5.5 Family Comedy holiday christmas party santa claus toy puppet christmas turboman navidad Arnold Schwarzenegger Phil Hartman Sinbad Brian Levant
1487,Hellboy,6.5,Fantasy Action Science Fiction,black magic fistfight cover-up superhero paranormal phenomena narration from grave demon occult combat photography reanimated corpse duringcreditsstinger,Ron Perlman Selma Blair Rupert Evans,Guillermo del Toro,1487 Hellboy 6.5 Fantasy Action Science Fiction black magic fistfight cover-up superhero paranormal phenomena narration from grave demon occult combat photography reanimated corpse duringcreditsstinger Ron Perlman Selma Blair Rupert Evans Guillermo del Toro
9422,A Civil Action,6.1,Drama,success advancement right and justice leukemia lawyer business start-up,John Travolta Robert Duvall Tony Shalhoub,Steven Zaillian,9422 A Civil Action 6.1 Drama success advancement right and justice leukemia lawyer business start-up John Travolta Robert Duvall Tony Shalhoub Steven Zaillian
77174,ParaNorman,6.7,Family Animation Adventure Comedy,medium stop motion curse jock ghost communicating with the dead aftercreditsstinger dealing with the past witch trial child witch empathy strange,Kodi Smit-McPhee Tucker Albrizzi Jodelle Ferland,Sam Fell Chris Butler,77174 ParaNorman 6.7 Family Animation Adventure Comedy medium stop motion curse jock ghost communicating with the dead aftercreditsstinger dealing with the past witch trial child witch empathy strange Kodi Smit-McPhee Tucker Albrizzi Jodelle Ferland Sam Fell Chris Butler
4824,The Jackal,6.1,Action Thriller Adventure Crime,fbi cold war hitman,Bruce Willis Richard Gere Sidney Poitier,Michael Caton-Jones,4824 The Jackal 6.1 Action Thriller Adventure Crime fbi cold war hitman Bruce Willis Richard Gere Sidney Poitier Michael Caton-Jones
9620,Paycheck,5.9,Action Adventure Mystery Science Fiction Thriller,prophecy engineer scientist millionaire,Ben Affleck Aaron Eckhart Uma Thurman,John Woo,9620 Paycheck 5.9 Action Adventure Mystery Science Fiction Thriller prophecy engineer scientist millionaire Ben Affleck Aaron Eckhart Uma Thurman John Woo
9302,Up Close & Personal,5.9,Drama Romance,miami television career vitamin b reporter,Robert Redford Michelle Pfeiffer Stockard Channing,Jon Avnet,9302 Up Close & Personal 5.9 Drama Romance miami television career vitamin b reporter Robert Redford Michelle Pfeiffer Stockard Channing Jon Avnet
10199,The Tale of Despereaux,5.8,Adventure Animation Family,loyalty totalitarian regime mouse forgiveness honor unlikely friendship courage chivalry animal lead,Matthew Broderick Dustin Hoffman Emma Watson,Robert Stevenhagen Sam Fell,10199 The Tale of Despereaux 5.8 Adventure Animation Family loyalty totalitarian regime mouse forgiveness honor unlikely friendship courage chivalry animal lead Matthew Broderick Dustin Hoffman Emma Watson Robert Stevenhagen Sam Fell
10771,The Tuxedo,5.3,Thriller Action Comedy Science Fiction,bomb intelligence chauffeur wound secret agent head injury,Jackie Chan Jennifer Love Hewitt Jason Isaacs,Kevin Donovan,10771 The Tuxedo 5.3 Thriller Action Comedy Science Fiction bomb intelligence chauffeur wound secret agent head injury Jackie Chan Jennifer Love Hewitt Jason Isaacs Kevin Donovan
3512,Under Siege 2: Dark Territory,5.6,Action Thriller,terrorist pentagon satellite navy seal train,Steven Seagal Eric Bogosian Everett McGill,Geoff Murphy,3512 Under Siege 2: Dark Territory 5.6 Action Thriller terrorist pentagon satellite navy seal train Steven Seagal Eric Bogosian Everett McGill Geoff Murphy
137094,Jack Ryan: Shadow Recruit,5.9,Action Drama Thriller,london england corruption cia terrorist sniper explosive intelligence russia murder conspiracy surveillance agent jack ryan u.s. marine rehab analyst,Chris Pine Keira Knightley Kevin Costner,Kenneth Branagh,137094 Jack Ryan: Shadow Recruit 5.9 Action Drama Thriller london england corruption cia terrorist sniper explosive intelligence russia murder conspiracy surveillance agent jack ryan u.s. marine rehab analyst Chris Pine Keira Knightley Kevin Costner Kenneth Branagh
274479,Joy,6.4,Drama Comedy,factory inventor strong woman biography based on true story stolen patent,Jennifer Lawrence Bradley Cooper Robert De Niro,David O. Russell,274479 Joy 6.4 Drama Comedy factory inventor strong woman biography based on true story stolen patent Jennifer Lawrence Bradley Cooper Robert De Niro David O. Russell
