movie_id,title,rating,overview,genres,release_date,keywords,cast,director,comb
257088,Point Break,5.5,"a young undercover fbi agent infiltrates a gang of thieves who share a common interest in extreme sports. a remake of the 1991 film, ""point break"".","['Action', 'Crime', 'Thriller']",2015-12-03,"['undercover', 'undercover agent', 'extreme sports', 'fbi agent', '3d']","['Edgar Ramírez', 'Luke Bracey', 'Teresa Palmer']",['Ericson Core'],"257088 Point Break 5.5 Action, Crime, Thriller Edgar Ramírez, Luke Bracey, Teresa Palmer Ericson Core"
10214,Son of the Mask,3.6,"tim avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of loki. then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be.","['Fantasy', 'Comedy', 'Family', 'Adventure']",2005-02-18,"['baby', 'mask', 'viking']","['Jamie Kennedy', 'Alan Cumming', 'Traylor Howard']",['Lawrence Guterman'],"10214 Son of the Mask 3.6 Fantasy, Comedy, Family, Adventure Jamie Kennedy, Alan Cumming, Traylor Howard Lawrence Guterman"
205775,In the Heart of the Sea,6.5,"in the winter of 1820, the new england whaling ship essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  the real-life maritime disaster would inspire herman melvilleâs moby dick.â  but that told only half the story.â  âheart of the seaâ reveals the encounterâs harrowing aftermath, as the shipâs surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.â  braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.","['Thriller', 'Drama', 'Adventure', 'Action', 'History']",2015-11-20,"['suicide', 'ocean', 'sea', 'hunger', 'shipwreck', 'ship', 'whale', 'based on true story', 'stranded', 'survival', 'whaling', 'death', 'new england', 'lost at sea', 'based on true events', 'whaling ship', 'starvation', '19th century', 'cannibalism', 'reference to moby dick', 'whale oil', 'nantucket']","['Chris Hemsworth', 'Benjamin Walker', 'Cillian Murphy']",['Ron Howard'],"205775 In the Heart of the Sea 6.5 Thriller, Drama, Adventure, Action, History Chris Hemsworth, Benjamin Walker, Cillian Murphy Ron Howard"
11692,The Adventures of Pluto Nash,4.4,"the year is 2087, the setting is the moon. pluto nash, the high-flying successful owner of the hottest nightclub in the universe, finds himself in trouble when he refuses to sell his club to lunar gangster mogan, who just happens to be helping the mysterious rex crater mastermind a plan to take over the entire moon.","['Action', 'Comedy', 'Science Fiction']",2002-08-15,"['moon', 'casino', 'bar', 'nightclub', 'future', 'mafia boss', 'laser gun']","['Eddie Murphy', 'Randy Quaid', 'Rosario Dawson']",['Ron Underwood'],"11692 The Adventures of Pluto Nash 4.4 Action, Comedy, Science Fiction Eddie Murphy, Randy Quaid, Rosario Dawson Ron Underwood"
22972,Green Zone,6.4,"during the u.s.-led occupation of baghdad in 2003, chief warrant officer roy miller and his team of army inspectors were dispatched to find weapons of mass destruction believed to be stockpiled in the iraqi desert. rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.","['War', 'Action', 'Adventure', 'Drama', 'Thriller']",2010-03-11,"['weapon of mass destruction', 'baghdad', 'iraqi\xa0']","['Matt Damon', 'Greg Kinnear', 'Brendan Gleeson']",['Paul Greengrass'],"22972 Green Zone 6.4 War, Action, Adventure, Drama, Thriller Matt Damon, Greg Kinnear, Brendan Gleeson Paul Greengrass"
227973,The Peanuts Movie,6.5,"snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal charlie brown begins his own epic quest back home.",['Animation'],2015-11-05,"['based on comic strip', 'family', '3d', 'charlie brown', 'snoopy']","['Noah Schnapp', 'Bill Melendez', 'Venus Schultheis']",['Steve Martino'],"227973 The Peanuts Movie 6.5 Animation Noah Schnapp, Bill Melendez, Venus Schultheis Steve Martino"
29193,The Spanish Prisoner,7.1,an employee of a corporation with a lucrative secret process is tempted to betray it. but there's more to it than that.,"['Crime', 'Drama', 'Mystery', 'Thriller']",1997-09-08,"['dialogue', 'confidence', 'invention', 'independent film']","['Steve Martin', 'Campbell Scott', 'Ben Gazzara']",['David Mamet'],"29193 The Spanish Prisoner 7.1 Crime, Drama, Mystery, Thriller Steve Martin, Campbell Scott, Ben Gazzara David Mamet"
1734,The Mummy Returns,6.0,"rick and evelyn o'connell, along with their 8 year old son alex, discover the key to the legendary scorpion king's might, the fabled bracelet of anubis. unfortunately, a newly resurrected imhotep has designs on the bracelet as well, and isn't above kidnapping its new bearer, alex, to gain control of anubis' otherworldly army.","['Adventure', 'Action', 'Fantasy']",2001-04-28,"['son', 'ancient egypt', 'bracelet']","['Brendan Fraser', 'Rachel Weisz', 'John Hannah']",['Stephen Sommers'],"1734 The Mummy Returns 6.0 Adventure, Action, Fantasy Brendan Fraser, Rachel Weisz, John Hannah Stephen Sommers"
3131,Gangs of New York,7.1,"it's 1863. america was born in the streets. amsterdam vallon returns to the five points of america to seek vengeance against the psychotic gangland kingpin, bill the butcher, who murdered his father years earlier. with an eager pickpocket by his side and a whole new army, vallon fights his way to seek vengeance on the butcher and restore peace in the area.","['Drama', 'History', 'Crime']",2002-12-14,"['fire', 'irish-american', 'immigrant', 'gang war', 'pickpocket', 'ship', 'gang of thieves', 'butcher', 'pig', 'army', 'rescue', 'gang']","['Leonardo DiCaprio', 'Daniel Day-Lewis', 'Cameron Diaz']",['Martin Scorsese'],"3131 Gangs of New York 7.1 Drama, History, Crime Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz Martin Scorsese"
76758,The Flowers of War,7.1,"a westerner finds refuge with a group of women in a church during japan's rape of nanking in 1937. posing as a priest, he attempts to lead the women to safety.","['Drama', 'History', 'War']",2011-12-15,"['forced prostitution', 'child rape']","['Christian Bale', 'Ni Ni', 'Tong Dawei']",['Zhang Yimou'],"76758 The Flowers of War 7.1 Drama, History, War Christian Bale, Ni Ni, Tong Dawei Zhang Yimou"
9408,Surf's Up,5.9,"cody is a surfing penguin from shiverpool who dreams of making it big and being like his idol big z. on his journey he discovers his talents are not all he thinks they are and he must learn to accept that their is more to surfing than fame and fortune.  surf's up is a 2007 american computer-animated mockumentary film produced by sony pictures animation and distributed by columbia pictures and imageworks studios. it stars the voices of shia labeouf, jeff bridges, zooey deschanel, jon heder among others.","['Animation', 'Comedy', 'Family']",2007-06-08,"['sea', 'world cup', 'surfer', 'wave', 'surfboard', 'giant wave', 'world champion', 'idol', 'mockumentary']","['Shia LaBeouf', 'Jeff Bridges', 'Zooey Deschanel']","['Ash Brannon', 'Chris Buck']","9408 Surf's Up 5.9 Animation, Comedy, Family Shia LaBeouf, Jeff Bridges, Zooey Deschanel Ash Brannon, Chris Buck"
9890,The Stepford Wives,5.4,"what does it take to become a stepford wife, a woman perfect beyond belief? ask the stepford husbands, who've created this high-tech, terrifying little town.","['Action', 'Comedy', 'Science Fiction']",2004-06-10,"['android', 'housewife', 'transformation']","['Nicole Kidman', 'Matthew Broderick', 'Bette Midler']",['Frank Oz'],"9890 The Stepford Wives 5.4 Action, Comedy, Science Fiction Nicole Kidman, Matthew Broderick, Bette Midler Frank Oz"
855,Black Hawk Down,7.2,"when u.s. rangers and an elite delta force team attempt to kidnap two underlings of a somali warlord, their black hawk helicopters are shot down, and the americans suffer heavy casualties, facing intense fighting from the militia on the ground.","['Action', 'History', 'War']",2001-12-28,"['prisoners of war', 'wound', 'somalia', 'warlord', 'famine', 'delta force', 'rescue operation']","['Josh Hartnett', 'Ewan McGregor', 'Jason Isaacs']",['Ridley Scott'],"855 Black Hawk Down 7.2 Action, History, War Josh Hartnett, Ewan McGregor, Jason Isaacs Ridley Scott"
77953,The Campaign,5.6,two rival politicians compete to win an election to represent their small north carolina congressional district in the united states house of representatives.,['Comedy'],2012-08-09,"['politics', 'politician', 'election campaign', '\xa0north carolinam', 'congressman', 'political candidate', 'moustache', 'political corruption', 'campaign manager', 'campaign finance']","['Will Ferrell', 'Zach Galifianakis', 'Dylan McDermott']",['Jay Roach'],"77953 The Campaign 5.6 Comedy Will Ferrell, Zach Galifianakis, Dylan McDermott Jay Roach"
18,The Fifth Element,7.3,"in 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.","['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",1997-05-07,"['clone', 'taxi', 'cyborg', 'egypt', 'future', 'stowaway', 'space travel', 'race against time', 'arms dealer', 'love', 'alien', 'priest', 'end of the world', 'good vs evil', 'shootout', 'police chase', 'cab driver', 'new york city', 'space opera', 'military', 'opera singer', 'resort hotel', 'ancient astronaut', 'archeologist', 'ancient evil', 'cruise liner']","['Bruce Willis', 'Gary Oldman', 'Ian Holm']",['Luc Besson'],"18 The Fifth Element 7.3 Adventure, Fantasy, Action, Thriller, Science Fiction Bruce Willis, Gary Oldman, Ian Holm Luc Besson"
37786,Sex and the City 2,5.4,"carrie, charlotte, and miranda are all married now, but they're still up for a little fun in the sun. when samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.","['Comedy', 'Drama', 'Romance']",2010-05-26,[],"['Sarah Jessica Parker', 'Kristin Davis', 'Cynthia Nixon']",['Michael Patrick King'],"37786 Sex and the City 2 5.4 Comedy, Drama, Romance Sarah Jessica Parker, Kristin Davis, Cynthia Nixon Michael Patrick King"
10501,The Road to El Dorado,7.0,"after a failed swindle, two con-men end up with a map to el dorado, the fabled ""city of gold,"" and an unintended trip to the new world.  much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  the only question is, do they take the worshipful natives for all they're worth, or is there a bit more to el dorado than riches?","['Adventure', 'Animation', 'Comedy', 'Family']",2000-03-31,"['gold', 'horse', 'sword fight']","['Kenneth Branagh', 'Kevin Kline', 'Rosie Perez']","['Don Michael Paul', 'Bibo Bergeron']","10501 The Road to El Dorado 7.0 Adventure, Animation, Comedy, Family Kenneth Branagh, Kevin Kline, Rosie Perez Don Michael Paul, Bibo Bergeron"
57800,Ice Age: Continental Drift,6.2,"manny, diego, and sid embark upon another adventure after their continent is set adrift. using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.","['Animation', 'Comedy', 'Adventure', 'Family']",2012-06-26,"['blue footed booby', 'prehistoric times', 'melting ice', 'badger', 'elephant seal', 'floating ice', 'land bridge', 'era', 'glaciale', 'deriva']","['John Leguizamo', 'Ray Romano', 'Chris Wedge']","['Steve Martino', 'Mike Thurmeier']","57800 Ice Age: Continental Drift 6.2 Animation, Comedy, Adventure, Family John Leguizamo, Ray Romano, Chris Wedge Steve Martino, Mike Thurmeier"
150689,Cinderella,6.7,"when her father unexpectedly passes away, young ella finds herself at the mercy of her cruel stepmother and her daughters. never one to give up hope, ella's fortunes begin to change after meeting a dashing stranger in the woods.","['Romance', 'Fantasy', 'Family', 'Drama']",2015-03-12,"['cinderella', 'magic', 'prince', 'fairy tale', 'kingdom', 'royalty', 'orphan', 'lost shoe', 'evil stepmother', 'retelling']","['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"150689 Cinderella 6.7 Romance, Fantasy, Family, Drama Lily James, Cate Blanchett, Richard Madden Kenneth Branagh"
7980,The Lovely Bones,6.6,"after being brutally murdered, 14-year-old susie salmon watches from heaven over her grief-stricken family -- and her killer. as she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.","['Fantasy', 'Drama']",2009-12-26,"['rape', '1970s', 'evidence', 'tree', 'afterlife', 'loss of daughter', 'serial killer', 'corpse', 'pedophile', 'teenage love', 'grieving', 'childhood sexual abuse', 'based on young adult novel']","['Rachel Weisz', 'Mark Wahlberg', 'Susan Sarandon']",['Peter Jackson'],"7980 The Lovely Bones 6.6 Fantasy, Drama Rachel Weisz, Mark Wahlberg, Susan Sarandon Peter Jackson"
12,Finding Nemo,7.6,"nemo, an adventurous young clownfish, is unexpectedly taken from his great barrier reef home to a dentist's office aquarium. it's up to his worrisome father marlin and a friendly but forgetful fish dory to bring nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.","['Animation', 'Family']",2003-05-30,"['father son relationship', 'harbor', 'underwater', 'fish tank', 'great barrier reef', 'missing child', 'aftercreditsstinger', 'duringcreditsstinger', 'short term memory loss', 'clownfish', 'father son reunion', 'protective father']","['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould']",['Andrew Stanton'],"12 Finding Nemo 7.6 Animation, Family Albert Brooks, Ellen DeGeneres, Alexander Gould Andrew Stanton"
122,The Lord of the Rings: The Return of the King,8.1,"aragorn is revealed as the heir to the ancient kings as he, gandalf and the other members of the broken fellowship struggle to save gondor from sauron's forces. meanwhile, frodo and sam bring the ring closer to the heart of mordor, the dark lord's realm.","['Adventure', 'Fantasy', 'Action']",2003-12-01,"['elves', 'orcs', 'middle-earth (tolkien)', 'based on novel', 'suspicion', 'bravery', 'war', 'honor', 'troll', 'brutality', 'violence', 'ghost', 'end of trilogy', 'quest', 'sword and sorcery']","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen']",['Peter Jackson'],"122 The Lord of the Rings: The Return of the King 8.1 Adventure, Fantasy, Action Elijah Wood, Ian McKellen, Viggo Mortensen Peter Jackson"
121,The Lord of the Rings: The Two Towers,8.0,"frodo and sam are trekking to mordor to destroy the one ring of power while gimli, legolas and aragorn search for the orc-captured merry and pippin. all along, nefarious wizard saruman awaits the fellowship members at the orthanc tower in isengard.","['Adventure', 'Fantasy', 'Action']",2002-12-18,"['elves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel', 'explosive', 'cave', 'fort', 'army', 'mission', 'attack', 'guide', 'wizard', 'ring', 'sword and sorcery']","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen']",['Peter Jackson'],"121 The Lord of the Rings: The Two Towers 8.0 Adventure, Fantasy, Action Elijah Wood, Ian McKellen, Viggo Mortensen Peter Jackson"
68737,Seventh Son,5.2,"john gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. however john is not young anymore, and has been seeking an apprentice to carry on his trade. most have failed to survive. the last hope is a young farmer's son named thomas ward. will he survive the training to become the spook that so many others couldn't?","['Adventure', 'Fantasy']",2014-12-12,"['magic', 'chosen one', 'dark fantasy', 'witch hunter', 'evil witch', 'based on young adult novel', 'sword and sorcery']","['Jeff Bridges', 'Julianne Moore', 'Ben Barnes']",['Sergei Bodrov'],"68737 Seventh Son 5.2 Adventure, Fantasy Jeff Bridges, Julianne Moore, Ben Barnes Sergei Bodrov"
1995,Lara Croft: Tomb Raider,5.7,"english aristocrat lara croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. the shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil powell, who's in search of a powerful relic.","['Adventure', 'Fantasy', 'Action', 'Thriller']",2001-06-11,"['treasure', 'buddhist monk', 'planetary configuration', 'angkor wat', 'illuminati', 'william blake', 'treasure hunt', 'archaeologist', 'based on video game', 'archeology\xa0']","['Angelina Jolie', 'Jon Voight', 'Iain Glen']",['Simon West'],"1995 Lara Croft: Tomb Raider 5.7 Adventure, Fantasy, Action, Thriller Angelina Jolie, Jon Voight, Iain Glen Simon West"
157353,Transcendence,5.9,"two leading computer scientists work toward their goal of technological singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.","['Thriller', 'Science Fiction', 'Drama', 'Mystery']",2014-04-16,"['artificial intelligence', 'technology', 'nanotechnology', 'computer virus', 'super computer', 'resurrection', 'love', 'mind control', 'terrorism', 'scientist', 'extremist', 'moral dilemma', 'computer scientist', 'mind transfer', 'quantum computer', 'mind uploading']","['Johnny Depp', 'Paul Bettany', 'Rebecca Hall']",['Wally Pfister'],"157353 Transcendence 5.9 Thriller, Science Fiction, Drama, Mystery Johnny Depp, Paul Bettany, Rebecca Hall Wally Pfister"
331,Jurassic Park III,5.7,"in need of funds for research, dr. alan grant accepts a large sum of money to accompany paul and amanda kirby on an aerial tour of the infamous isla sorna. it isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.","['Adventure', 'Action', 'Thriller', 'Science Fiction']",2001-07-18,"['exotic island', 'dna', 'paleontology', 'tyrannosaurus rex', 'velociraptor', 'spinosaurus', 'airplane', 'rescue', 'mission', 'dinosaur', 'jurassic park']","['Sam Neill', 'William H. Macy', 'Téa Leoni']",['Joe Johnston'],"331 Jurassic Park III 5.7 Adventure, Action, Thriller, Science Fiction Sam Neill, William H. Macy, Téa Leoni Joe Johnston"
61791,Rise of the Planet of the Apes,7.0,"scientist will rodman is determined to find a cure for alzheimer's, the disease which has slowly consumed his father. will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects â especially caesar, his pet chimpanzee.","['Thriller', 'Action', 'Drama', 'Science Fiction']",2011-08-03,"['intelligence', 'zoo', 'cage', 'dystopia', 'golden gate bridge', 'ape', 'monkey', 'medical research', ""alzheimer's disease""]","['James Franco', 'Freida Pinto', 'John Lithgow']",['Rupert Wyatt'],"61791 Rise of the Planet of the Apes 7.0 Thriller, Action, Drama, Science Fiction James Franco, Freida Pinto, John Lithgow Rupert Wyatt"
8204,The Spiderwick Chronicles,6.3,"upon moving into the run-down spiderwick estate with their mother, twin brothers jared and simon grace, along with their sister mallory, find themselves pulled into an alternate world full of faeries and other creatures.","['Adventure', 'Family', 'Fantasy']",2008-02-14,"['brother sister relationship', 'family relationships', 'single mother', 'alternate reality', 'mother child relationship', 'hidden truth', 'goblin', 'magical creature', 'fairies']","['Freddie Highmore', 'Mary-Louise Parker', 'Nick Nolte']",['Mark Waters'],"8204 The Spiderwick Chronicles 6.3 Adventure, Family, Fantasy Freddie Highmore, Mary-Louise Parker, Nick Nolte Mark Waters"
47964,A Good Day to Die Hard,5.2,"iconoclastic, take-no-prisoners cop john mcclane, finds himself for the first time on foreign soil after traveling to moscow to help his wayward son jack - unaware that jack is really a highly-trained cia operative out to stop a nuclear weapons heist. with the russian underworld in pursuit, and battling a countdown to war, the two mcclanes discover that their opposing methods make them unstoppable heroes.","['Action', 'Thriller']",2013-02-06,"['bomb', 'cia', 'russia', 'escape', 'courthouse', 'rogue', 'moscow']","['Bruce Willis', 'Jai Courtney', 'Sebastian Koch']",['John Moore'],"47964 A Good Day to Die Hard 5.2 Action, Thriller Bruce Willis, Jai Courtney, Sebastian Koch John Moore"
10733,The Alamo,5.8,"based on the 1836 standoff between a group of texan and tejano men, led by davy crockett and jim bowie, and mexican dictator santa anna's forces at the alamo in san antonio, texas.","['Western', 'History', 'War']",2004-04-07,"['texas', 'officer', 'uprising', 'alamo', 'mexican']","['Dennis Quaid', 'Billy Bob Thornton', 'Jason Patric']",['John Lee Hancock'],"10733 The Alamo 5.8 Western, History, War Dennis Quaid, Billy Bob Thornton, Jason Patric John Lee Hancock"
9806,The Incredibles,7.4,"bob parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. but when he receives a mysterious assignment, it's time to get back into costume.","['Action', 'Adventure', 'Animation', 'Family']",2004-11-05,"['secret identity', 'secret', 'hero', 'island', 'wretch', 'supernatural powers', 'weapon', 'lawsuit', 'superhero']","['Craig T. Nelson', 'Holly Hunter', 'Samuel L. Jackson']",['Brad Bird'],"9806 The Incredibles 7.4 Action, Adventure, Animation, Family Craig T. Nelson, Holly Hunter, Samuel L. Jackson Brad Bird"
1408,Cutthroat Island,5.7,"morgan adams and her slave, william shaw, are on a quest to recover the three portions of a treasure map. unfortunately, the final portion is held by her murderous uncle, dawg. her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. this is made yet more difficult by the efforts of the british crown to end her pirate raids.","['Action', 'Adventure']",1995-12-22,"['exotic island', 'treasure', 'map', 'ship', 'scalp', 'pirate']","['Geena Davis', 'Matthew Modine', 'Frank Langella']",['Renny Harlin'],"1408 Cutthroat Island 5.7 Action, Adventure Geena Davis, Matthew Modine, Frank Langella Renny Harlin"
32657,Percy Jackson & the Olympians: The Lightning Thief,6.0,"accident prone teenager, percy discovers he's actually a demi-god, the son of poseidon, and he is needed when zeus' lightning is stolen. percy must master his new found skills in order to prevent a war between the gods that could devastate the entire world.","['Adventure', 'Fantasy', 'Family']",2010-02-01,"['monster', 'greek mythology', 'god', 'poseidon \xa0', 'lightning bolt', 'based on young adult novel']","['Logan Lerman', 'Brandon T. Jackson', 'Alexandra Daddario']",['Chris Columbus'],"32657 Percy Jackson & the Olympians: The Lightning Thief 6.0 Adventure, Fantasy, Family Logan Lerman, Brandon T. Jackson, Alexandra Daddario Chris Columbus"
607,Men in Black,6.9,"men in black follows the exploits of agents kay and jay, members of a top-secret organization established to monitor and police alien activity on earth. the two men in black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on earth to assassinate two ambassadors from opposing galaxies. in order to prevent worlds from colliding, the mib must track down the terrorist and prevent the destruction of earth. it's just another typical day for the men in black.","['Action', 'Adventure', 'Comedy', 'Science Fiction']",1997-07-02,"['secret identity', 'sun glasses', 'undercover', 'space marine', 'illegal immigration', 'deportation', 'new identity', 'giant cockroach', 'cannon', 'flying saucer', 'stay permit', 'alien', 'fictional government agency']","['Tommy Lee Jones', 'Will Smith', 'Linda Fiorentino']",['Barry Sonnenfeld'],"607 Men in Black 6.9 Action, Adventure, Comedy, Science Fiction Tommy Lee Jones, Will Smith, Linda Fiorentino Barry Sonnenfeld"
863,Toy Story 2,7.3,"andy heads off to cowboy camp, leaving his toys to their own devices. things shift into high gear when an obsessive toy collector named al mcwhiggen, owner of al's toy barn kidnaps woody. andy's toys mount a daring rescue mission, buzz lightyear meets his match and woody has to decide where he and his heart truly belong.","['Animation', 'Comedy', 'Family']",1999-10-30,"['museum', 'prosecution', 'identity crisis', 'airplane', 'flea market', 'collector', 'teamwork', 'friendship', 'rescue team', 'garage sale', 'duringcreditsstinger', 'toy comes to life', 'personification', 'inanimate objects coming to life']","['Tom Hanks', 'Tim Allen', 'Joan Cusack']",['John Lasseter'],"863 Toy Story 2 7.3 Animation, Comedy, Family Tom Hanks, Tim Allen, Joan Cusack John Lasseter"
44048,Unstoppable,6.3,"a runaway train, transporting deadly, toxic chemicals, is barreling down on stanton, pennsylvania, and only two men can stop it: a veteran engineer and a young conductor. thousands of lives hang in the balance as these ordinary heroes attempt to chase down one million tons of hurtling steel and prevent an epic disaster.","['Action', 'Thriller']",2010-11-04,['runaway train'],"['Denzel Washington', 'Chris Pine', 'Rosario Dawson']",['Tony Scott'],"44048 Unstoppable 6.3 Action, Thriller Denzel Washington, Chris Pine, Rosario Dawson Tony Scott"
5175,Rush Hour 2,6.4,"it's vacation time for carter as he finds himself alongside lee in hong kong wishing for more excitement. while carter wants to party and meet the ladies, lee is out to track down a triad gang lord who may be responsible for killing two men at the american embassy. things get complicated as the pair stumble onto a counterfeiting plot. the boys are soon up to their necks in fist fights and life-threatening situations. a trip back to the u.s. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent isabella.","['Action', 'Comedy', 'Crime', 'Thriller']",2001-08-03,['duringcreditsstinger'],"['Chris Tucker', 'Jackie Chan', 'Zhang Ziyi']",['Brett Ratner'],"5175 Rush Hour 2 6.4 Action, Comedy, Crime, Thriller Chris Tucker, Jackie Chan, Zhang Ziyi Brett Ratner"
2655,What Lies Beneath,6.3,"when claire spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. all the while, her husband tries to reassure her by telling her it's all in her head. but as claire investigates, she discovers that the man she loves might know more than he's letting on.","['Drama', 'Horror', 'Mystery', 'Thriller']",2000-07-21,"['secret', 'haunted house', 'ouija board', 'haunting', 'missing girl', 'ghost']","['Harrison Ford', 'Michelle Pfeiffer', 'Diana Scarwid']",['Robert Zemeckis'],"2655 What Lies Beneath 6.3 Drama, Horror, Mystery, Thriller Harrison Ford, Michelle Pfeiffer, Diana Scarwid Robert Zemeckis"
22794,Cloudy with a Chance of Meatballs,6.5,"inventor flint lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of chewandswallow to feed themselves. but when the falling food reaches gargantuan proportions, flint must scramble to avert disaster. can he regain control of the machine and put an end to the wild weather before the town is destroyed?","['Animation', 'Comedy', 'Family']",2009-09-17,"['weather', 'food', 'science']","['Bill Hader', 'Anna Faris', 'James Caan']","['Phil Lord', 'Christopher Miller']","22794 Cloudy with a Chance of Meatballs 6.5 Animation, Comedy, Family Bill Hader, Anna Faris, James Caan Phil Lord, Christopher Miller"
8355,Ice Age: Dawn of the Dinosaurs,6.5,"times are changing for manny the moody mammoth, sid the motor mouthed sloth and diego the crafty saber-toothed tiger. life heats up for our heroes when they meet some new and none-too-friendly neighbors â the mighty dinosaurs.","['Animation', 'Comedy', 'Family', 'Adventure']",2009-06-29,"['ice age', 'bridge', 'insanity', 'jungle', 'dinosaur', 'birth', 'duringcreditsstinger', '3d']","['Ray Romano', 'John Leguizamo', 'Denis Leary']",['Carlos Saldanha'],"8355 Ice Age: Dawn of the Dinosaurs 6.5 Animation, Comedy, Family, Adventure Ray Romano, John Leguizamo, Denis Leary Carlos Saldanha"
116745,The Secret Life of Walter Mitty,7.0,a timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",2013-12-18,"['himalaya', 'photographer', 'magazine', 'iceland', 'daydream', 'photograph', 'shark', 'fired from the job', 'skateboard', 'dreamer', 'online dating', 'daydreaming']","['Ben Stiller', 'Kristen Wiig', 'Patton Oswalt']",['Ben Stiller'],"116745 The Secret Life of Walter Mitty 7.0 Adventure, Comedy, Drama, Fantasy Ben Stiller, Kristen Wiig, Patton Oswalt Ben Stiller"
4327,Charlie's Angels,5.6,"aspects of this take on the 1970s hit tv series are similar to the original show :angels dylan, natalie and alex still work for charlie and interface with bosley. they still flip their hair, stop traffic with a smile and kick butt. the differences are the unsubtle humor, the martial arts training and the high-tech premise: this time, they're hot on the trail of stolen software.","['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",2000-11-02,"['martial arts', 'female friendship', 'millionaire', 'agent']","['Cameron Diaz', 'Lucy Liu', 'Drew Barrymore']",['McG'],"4327 Charlie's Angels 5.6 Action, Adventure, Comedy, Crime, Thriller Cameron Diaz, Lucy Liu, Drew Barrymore McG"
1422,The Departed,7.9,"to take down south boston's irish mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. while an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. but both sides soon discover there's a mole among them.","['Drama', 'Thriller', 'Crime']",2006-10-05,"['undercover', 'boston', 'police', 'friends', 'mafia', 'undercover cop', 'mobster', 'mole', 'state police', 'police training', 'realtor']","['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson']",['Martin Scorsese'],"1422 The Departed 7.9 Drama, Thriller, Crime Leonardo DiCaprio, Matt Damon, Jack Nicholson Martin Scorsese"
10674,Mulan,7.6,"a tomboyish girl disguises herself as a young man so she can fight with the imperial chinese army against the invading huns. with help from wise-cracking dragon mushu, mulan just might save her country -- and win the heart of handsome captain li shang.","['Animation', 'Family', 'Adventure']",1998-06-18,"['homeland', 'musical', 'training', 'daughter', 'cricket', 'princess', 'dragon', 'luck']","['Eddie Murphy', 'Jackie Chan', 'Ming-Na Wen']","['Tony Bancroft', 'Barry Cook']","10674 Mulan 7.6 Animation, Family, Adventure Eddie Murphy, Jackie Chan, Ming-Na Wen Tony Bancroft, Barry Cook"
